i1,i2,d
3,84,-3.3057557614526547
3,85,-3.5965454982760616
3,86,-3.921049787755735
3,87,-4.285779669373885
3,88,-4.698233307905702
3,89,-5.168681520407439
3,90,-5.7108511760895055
3,91,-6.352884156358732
3,92,-7.111507479774828
3,93,-8.021381854367979
3,94,-9.132640139186401
3,95,-10.519715940835338
3,96,-12.274253197831465
3,97,-14.60457678124606
3,98,-17.834830660973093
3,99,-22.68307642913799
4,5,0.989796814310999
4,6,0.9794070766644278
4,7,0.9687887685753243
4,8,0.9579562333281086
4,9,0.9467025765356634
4,10,0.9352057776097578
4,11,0.9234366605169386
4,12,0.9113827053702678
4,13,0.8990943642548722
4,14,0.8866888120472598
4,15,0.8740121794006784
4,16,0.8610357091924896
4,17,0.8477581639456261
4,18,0.8341691099359726
4,19,0.8202191200849676
4,20,0.8059356098857638
4,21,0.7912815605132656
4,22,0.7762259486350696
4,23,0.7608023951077635
4,24,0.7449710088354871
4,25,0.7287375467069006
4,26,0.7124397059116374
4,27,0.695704968564816
4,28,0.6785101225131062
4,29,0.6608570830627583
4,30,0.6427114766752584
4,31,0.6240548002528881
4,32,0.6048873010934666
4,33,0.5851871394387131
4,34,0.5648997336603905
4,35,0.5440066340542274
4,36,0.5221909675727122
4,37,0.49971877289193944
4,38,0.4765493744722369
4,39,0.4526679237135258
4,40,0.4282565085598532
4,41,0.40308734290123205
4,42,0.3770467170943832
4,43,0.35013605752470134
4,44,0.32235668793906513
4,45,0.2936261676442985
4,46,0.26389247550268724
4,47,0.2331172565146593
4,48,0.20121957199728668
4,49,0.1681539055534903
4,50,0.13380975785577331
4,51,0.09812704714496445
4,52,0.061681443068898556
4,53,0.023825372356886088
4,54,-0.015574252411424738
4,55,-0.05653398871491955
4,56,-0.09957645703202556
4,57,-0.1440887980147535
4,58,-0.1913456138358477
4,59,-0.24059293898180345
4,60,-0.29214089545623
4,61,-0.3463041593196666
4,62,-0.4028988905551255
4,63,-0.4617897720993448
4,64,-0.5235985970132834
4,65,-0.588646607998227
4,66,-0.6571319147500222
4,67,-0.7293413674503822
4,68,-0.8055470631775689
4,69,-0.8861259599112078
4,70,-0.9714742227307817
4,71,-1.0620820485246347
4,72,-1.158600455041308
4,73,-1.2614377349066954
4,74,-1.3711320883560498
4,75,-1.488508945650926
4,76,-1.6118800092033974
4,77,-1.7441310792409284
4,78,-1.8865022819965582
4,79,-2.0401720700901014
4,80,-2.2064532088905353
4,81,-2.3873071034161994
4,82,-2.5844219074606003
4,83,-2.7998255071527476
4,84,-3.0364255365128305
4,85,-3.2977164755045627
4,86,-3.587594665561317
4,87,-3.9112770648413018
4,88,-4.274625978357885
4,89,-4.685625314975134
4,90,-5.154799567438207
4,91,-5.704270923751447
4,92,-6.345133303868955
4,93,-7.102031087844106
4,94,-8.009524041783482
4,95,-9.116931408939235
4,96,-10.478933187200527
4,97,-12.22410111592208
4,98,-14.530223375799581
4,99,-17.765773612518647
5,6,0.9897950331880762
5,7,0.9793928730055489
5,8,0.9687831395752959
5,9,0.9577633760127662
5,10,0.9465081071659688
5,11,0.9349889125295697
5,12,0.9231937042342081
5,13,0.9111719832539676
5,14,0.8990386984887918
5,15,0.8866433633031576
5,16,0.873958008877968
5,17,0.8609817504477036
5,18,0.8477046111923816
5,19,0.8340785260748107
5,20,0.8201306593841262
5,21,0.8058250647045029
5,22,0.7911317983277484
5,23,0.7760839667231392
5,24,0.7606430235130421
5,25,0.7448150075108058
5,26,0.7289293906099072
5,27,0.7126233360540866
5,28,0.6958746424724647
5,29,0.6786854659742676
5,30,0.6610230109878499
5,31,0.642869709068189
5,32,0.6242263977685244
5,33,0.6050723962363097
5,34,0.5853553379883576
5,35,0.565057883856452
5,36,0.5438731347134758
5,37,0.5220605323781067
5,38,0.49958129414562313
5,39,0.47642198364348465
5,40,0.4527601116124844
5,41,0.42837576265331945
5,42,0.40315984246995673
5,43,0.37711518282672074
5,44,0.3502443106745262
5,45,0.3224690376890228
5,46,0.2937405358590869
5,47,0.2640235135383684
5,48,0.23324199085999908
5,49,0.20135371090503906
5,50,0.16825429756685528
5,51,0.13388905618549818
5,52,0.09881398396430463
5,53,0.06240823616071922
5,54,0.02454679915404634
5,55,-0.014782410177201943
5,56,-0.05607709674328898
5,57,-0.09874542327539093
5,58,-0.1440033795140353
5,59,-0.19112281145389576
5,60,-0.24039501225943127
5,61,-0.29211247581714705
5,62,-0.3460929976543575
5,63,-0.4021998249393105
5,64,-0.4610167501745407
5,65,-0.5228380825842244
5,66,-0.5878414882476931
5,67,-0.6562854682087732
5,68,-0.7284121958471427
5,69,-0.8045605818028808
5,70,-0.885085845714006
5,71,-0.9704260308750076
5,72,-1.0611674183098438
5,73,-1.157661522714426
5,74,-1.2603764030852238
5,75,-1.3700420426645246
5,76,-1.4850376945719592
5,77,-1.6080051136093516
5,78,-1.7400299515232711
5,79,-1.8821242086048238
5,80,-2.035402941923506
5,81,-2.2015545928335905
5,82,-2.3819857117557066
5,83,-2.57837717590655
5,84,-2.7931586023287256
5,85,-3.0292264011234775
5,86,-3.2897440373355207
5,87,-3.5789438619677694
5,88,-3.9014700654918077
5,89,-4.263625776837852
5,90,-4.673624399904981
5,91,-5.14921439128331
5,92,-5.697772865613883
5,93,-6.337297359676175
5,94,-7.0923824614858715
5,95,-7.996981793210453
5,96,-9.084953873935172
5,97,-10.440820115333883
5,98,-12.169795898779665
5,99,-14.482624433829589
6,7,0.9897828555282386
6,8,0.9793891346349805
6,9,0.9685960626146601
6,10,0.9575748075889412
6,11,0.9462976743809025
6,12,0.9347529860738706
6,13,0.9229893157236384
6,14,0.9111194495086468
6,15,0.8989961684220347
6,16,0.8865922576864538
6,17,0.8739071625177355
6,18,0.8609313373622511
6,19,0.8476180216762884
6,20,0.8339941233424759
6,21,0.8200247188092127
6,22,0.8056808909262939
6,23,0.7909952350639419
6,24,0.7759304843955549
6,25,0.7604929309460609
6,26,0.7450041128460537
6,27,0.7291104982505375
6,28,0.7127908370405345
6,29,0.696047496305908
6,30,0.6788491700659733
6,31,0.6611791618732663
6,32,0.6430388466579715
6,33,0.6244086251528065
6,34,0.6052382202366479
6,35,0.5855113209828282
6,36,0.5649305334680559
6,37,0.5437489301875957
6,38,0.5219294921981106
6,39,0.4994600789510253
6,40,0.47651377545404716
6,41,0.4528781246619745
6,42,0.42844836664773556
6,43,0.4032285920798041
6,44,0.3772223923032273
6,45,0.3503555330744017
6,46,0.3225821228939958
6,47,0.29386966776764034
6,48,0.26414676504158874
6,49,0.2333741169005895
6,50,0.2014529956760317
6,51,0.16833361829047433
6,52,0.13455322912167467
6,53,0.09951605762543025
6,54,0.06310448186726458
6,55,0.02531037180207396
6,56,-0.014340832194055575
6,57,-0.055277381843861106
6,58,-0.09866064118222584
6,59,-0.14378714625396383
6,60,-0.19093103250560628
6,61,-0.2403646631262245
6,62,-0.2919079919684747
6,63,-0.34542360349986534
6,64,-0.4014607054265703
6,65,-0.4602895695483066
6,66,-0.522069990607677
6,67,-0.587035526810244
6,68,-0.6554022234129303
6,69,-0.7274756913256405
6,70,-0.8035755411229263
6,71,-0.8840944581532088
6,72,-0.9695624303189118
6,73,-1.0602827060137399
6,74,-1.156663711986476
6,75,-1.2593538892204639
6,76,-1.3667990104518162
6,77,-1.4814272030117883
6,78,-1.604194032539222
6,79,-1.7359733241143123
6,80,-1.8777173943675858
6,81,-2.0308894958914943
6,82,-2.19666899907509
6,83,-2.3764590812279227
6,84,-2.5723069906662004
6,85,-2.7866360205194822
6,86,-3.0220390389234946
6,87,-3.281988119599936
6,88,-3.570205694085527
6,89,-3.8917367145097654
6,90,-4.2530916886220265
6,91,-4.6687631468332365
6,92,-5.143621063942344
6,93,-5.691111283916405
6,94,-6.329210396631488
6,95,-7.082043279229393
6,96,-7.971128551402516
6,97,-9.054886977723978
6,98,-10.399277445623568
6,99,-12.13483661717764
7,8,0.9897913716313939
7,9,0.9792183013489392
7,10,0.9684240787190718
7,11,0.9573817060383969
7,12,0.9460798979226213
7,13,0.9345663212075505
7,14,0.9229516581033004
7,15,0.9110918506552668
7,16,0.8989604065454883
7,17,0.8865570800605784
7,18,0.8738727333876997
7,19,0.8608618573851411
7,20,0.8475510990063121
7,21,0.8339065119957939
7,22,0.819900156964344
7,23,0.8055641216892677
7,24,0.7908623589873166
7,25,0.7758013880400966
7,26,0.7606950837580606
7,27,0.7451988713271833
7,28,0.7292923975051147
7,29,0.7129782135804534
7,30,0.6962264222865611
7,31,0.6790211422458461
7,32,0.6613642379967895
7,33,0.6432371216400041
7,34,0.624591490627896
7,35,0.6054119878783242
7,36,0.5854102940730711
7,37,0.5648333245788995
7,38,0.5436457074976173
7,39,0.5218364934090753
7,40,0.4995744837514289
7,41,0.4766543031896451
7,42,0.4529752713031382
7,43,0.42854260717925285
7,44,0.40336084359576563
7,45,0.3773594317258301
7,46,0.3504951870685422
7,47,0.3227381764249566
7,48,0.2940212325685543
7,49,0.2643077505633019
7,50,0.23350422705588314
7,51,0.20156536799421476
7,52,0.16901051536816059
7,53,0.13526747743357237
7,54,0.1002254192746459
7,55,0.06387970889699501
7,56,0.025777347022519104
7,57,-0.013529134895643558
7,58,-0.05515005549138674
7,59,-0.09840558716627623
7,60,-0.14355417649664426
7,61,-0.1908498552454022
7,62,-0.24011514867707928
7,63,-0.29121261036995294
7,64,-0.34465985337932536
7,65,-0.40070561125980697
7,66,-0.45949399542681457
7,67,-0.5212365258234731
7,68,-0.5861263368076132
7,69,-0.6544397605105786
7,70,-0.7264652900432113
7,71,-0.8025559653444861
7,72,-0.883192559791809
7,73,-0.9686370864928858
7,74,-1.0592469939493503
7,75,-1.1556006289819991
7,76,-1.2562086310771603
7,77,-1.3633108770397864
7,78,-1.47775257648681
7,79,-1.6002919824466746
7,80,-1.731746384706709
7,81,-1.8733916073285362
7,82,-2.026222098832514
7,83,-2.191416629298744
7,84,-2.3707132335549814
7,85,-2.5661564805149877
7,86,-2.779889357244151
7,87,-3.014788570418968
7,88,-3.27386841538839
7,89,-3.5612157965533213
7,90,-3.88206225802374
7,91,-4.248422656839337
7,92,-4.66344407267621
7,93,-5.1373680476409636
7,94,-5.68363271033537
7,95,-6.319834498321215
7,96,-7.059872063302341
7,97,-7.9457956950256845
7,98,-9.020845337931119
7,99,-10.370958567732162
8,9,0.9896155090627191
8,10,0.9790412204226072
8,11,0.9682261933417166
8,12,0.9571595150123732
8,13,0.9458879687476811
8,14,0.9345201936537041
8,15,0.9229151851869115
8,16,0.9110471423811503
8,17,0.8989161087865201
8,18,0.8865133316475048
8,19,0.8737945008719565
8,20,0.8607859994522956
8,21,0.8474548138230517
8,22,0.8337739349375708
8,23,0.8197749480292185
8,24,0.8054229673070786
8,25,0.790724714964616
8,26,0.7759866742418553
8,27,0.7608728818053156
8,28,0.7453638292775611
8,29,0.7294622275856599
8,30,0.7131395105909781
8,31,0.6963805581210931
8,32,0.6791876799735033
8,33,0.661543233230661
8,34,0.6434007800208223
8,35,0.6247458473652852
8,36,0.6052987710057798
8,37,0.5853005234783073
8,38,0.5647172700641798
8,39,0.5435391552776793
8,40,0.521930841752209
8,41,0.49969367316048385
8,42,0.4767308066958029
8,43,0.45304847082885036
8,44,0.4286520285015344
8,45,0.4034743647105805
8,46,0.3774747896280146
8,47,0.3506257130889209
8,48,0.3228638861420712
8,49,0.29415515374898515
8,50,0.26441084429477635
8,51,0.23358976561926492
8,52,0.2021941903593325
8,53,0.1696740915793843
8,54,0.13592486744659693
8,55,0.10094497779968092
8,56,0.06430150755986519
8,57,0.026528635492443775
8,58,-0.01343626214569349
8,59,-0.054935944718280116
8,60,-0.09821450314438673
8,61,-0.143509265092142
8,62,-0.19064564335935164
8,63,-0.23948667522325373
8,64,-0.29052108273735466
8,65,-0.3439782771686867
8,66,-0.399988591258173
8,67,-0.45874404509740685
8,68,-0.520417653839281
8,69,-0.585259959862095
8,70,-0.6535322092214358
8,71,-0.7255527142056052
8,72,-0.8017591133758534
8,73,-0.8823781168132488
8,74,-0.9677234776948759
8,75,-1.0583130928242395
8,76,-1.1527202625564126
8,77,-1.2530183743596974
8,78,-1.3599586127655514
8,79,-1.474202127034295
8,80,-1.596453628804802
8,81,-1.7278320509469234
8,82,-1.8691804529096583
8,83,-2.0214950924557495
8,84,-2.1862620650546196
8,85,-2.3652202405999057
8,86,-2.560154712200451
8,87,-2.773471154961462
8,88,-3.007633754324845
8,89,-3.265990483849707
8,90,-3.552798235130887
8,91,-3.878154238754455
8,92,-4.2440068183839355
8,93,-4.658292668073546
8,94,-5.131258462124054
8,95,-5.676034732455338
8,96,-6.301668005398933
8,97,-7.039475674003254
8,98,-7.918857221334016
8,99,-8.999232631539297
9,10,0.9896179705271732
9,11,0.9790270507295504
9,12,0.9681920759598855
9,13,0.9571589529095454
9,14,0.9460343010794996
9,15,0.9346801185212774
9,16,0.9230712778481094
9,17,0.9112080979911417
9,18,0.8990821963751139
9,19,0.8866504325762393
9,20,0.8739389185249398
9,21,0.8609155469573924
9,22,0.8475542100605689
9,23,0.8338859872744341
9,24,0.8198771187637323
9,25,0.8055345106564415
9,26,0.7911573886716714
9,27,0.7764182179484062
9,28,0.7612983004183423
9,29,0.7458004867377841
9,30,0.7298974913598753
9,31,0.7135749178878034
9,32,0.6968354877403604
9,33,0.6796624569771818
9,34,0.6620111807755913
9,35,0.6438680204067719
9,36,0.6249617165670232
9,37,0.6055274038133267
9,38,0.5855327084412634
9,39,0.5649687975262461
9,40,0.5439962643455469
9,41,0.5224229443382389
9,42,0.5001556714568499
9,43,0.4772015916503697
9,44,0.45356681082495054
9,45,0.42918747269015534
9,46,0.40402522891828097
9,47,0.3780546723153074
9,48,0.35121624613047586
9,49,0.3234780651328133
9,50,0.2947560101709976
9,51,0.26501270628998297
9,52,0.23473385946139824
9,53,0.20339066637874603
9,54,0.17088435803922986
9,55,0.13721617364562222
9,56,0.10197226061225861
9,57,0.06566896203027572
9,58,0.02728905627233391
9,59,-0.012532176656765759
9,60,-0.054025437278188426
9,61,-0.09741253808655348
9,62,-0.14252207690628438
9,63,-0.18921801109102032
9,64,-0.23796212519978333
9,65,-0.28896615457566865
9,66,-0.34234809138724864
9,67,-0.3982823603040416
9,68,-0.45692395989878987
9,69,-0.5185002590559534
9,70,-0.5832481621274411
9,71,-0.6514549402621154
9,72,-0.7235196402893543
9,73,-0.7996381400818974
9,74,-0.880085966045829
9,75,-0.9653277698150865
9,76,-1.0539980905826556
9,77,-1.1480198583959558
9,78,-1.2480623642058095
9,79,-1.3547033520649188
9,80,-1.4685515571749295
9,81,-1.5905915126677614
9,82,-1.7215394689446888
9,83,-1.8622397146200633
9,84,-2.013967974526871
9,85,-2.1782100694527533
9,86,-2.3564589968624805
9,87,-2.5507376738838317
9,88,-2.7630711048488017
9,89,-2.9962206947762824
9,90,-3.2536778237295354
9,91,-3.5440068463995877
9,92,-3.8683003102027187
9,93,-4.2327769707992875
9,94,-4.645351502075173
9,95,-5.1159694720080235
9,96,-5.6504594689595296
9,97,-6.272716786424516
9,98,-7.003210155534608
9,99,-7.884461243801872
10,11,0.9896016579651149
10,12,0.9789911619634403
10,13,0.9681889509660055
10,14,0.9572996825212875
10,15,0.9461882572060748
10,16,0.9348301929311502
10,17,0.9232260664857025
10,18,0.9113678451846997
10,19,0.8992135105596057
10,20,0.8867889017375601
10,21,0.8740627774138003
10,22,0.8610098883213281
10,23,0.8476608140156341
10,24,0.8339828681736378
10,25,0.8199831200927117
10,26,0.8059537895342677
10,27,0.791575453081131
10,28,0.7768301769591421
10,29,0.761720930884138
10,30,0.7462216409561853
10,31,0.7303185875291767
10,32,0.7140148656672292
10,33,0.6972945725016402
10,34,0.6801147590514185
10,35,0.6624625606794388
10,36,0.6440747450836722
10,37,0.6251808090297066
10,38,0.6057497447426736
10,39,0.5857736590473968
10,40,0.5654092125315469
10,41,0.5444704100193765
10,42,0.5228675508716736
10,43,0.5006085994838139
10,44,0.47770031337149543
10,45,0.4540818787863532
10,46,0.42971710949957387
10,47,0.4045825987977437
10,48,0.378622213011646
10,49,0.35180613553122986
10,50,0.3240544680597627
10,51,0.2953333301735984
10,52,0.2661126186256175
10,53,0.2358835250385407
10,54,0.20455265255610355
10,55,0.17212369455776544
10,56,0.1382006042718643
10,57,0.10328268695780196
10,58,0.0663952514032039
10,59,0.02815259236538159
10,60,-0.011663692764272926
10,61,-0.05326122825962776
10,62,-0.09647198192411455
10,63,-0.14116117877216905
10,64,-0.18776586819171748
10,65,-0.2364818596570052
10,66,-0.28741626255674724
10,67,-0.3407278629271776
10,68,-0.39655576887483546
10,69,-0.4551068332229803
10,70,-0.5165965312682564
10,71,-0.5812847892395988
10,72,-0.6495366143422007
10,73,-0.72152135571347
10,74,-0.7974815747084883
10,75,-0.8778356633257575
10,76,-0.9612767320031569
10,77,-1.0495935409285444
10,78,-1.1433849685782622
10,79,-1.2431580389241002
10,80,-1.3494406985472573
10,81,-1.4631037122199504
10,82,-1.584758398107422
10,83,-1.715123973846187
10,84,-1.8553023706209966
10,85,-2.006572046233656
10,86,-2.170189930395858
10,87,-2.347870626685247
10,88,-2.54129142882936
10,89,-2.752751373854052
10,90,-2.9851440694134403
10,91,-3.245813411593167
10,92,-3.535248543808327
10,93,-3.858389473788931
10,94,-4.221445322818399
10,95,-4.632082152705467
10,96,-5.093992729446167
10,97,-5.6258721829601415
10,98,-6.242336131413064
10,99,-6.974865422643437
11,12,0.989582797353544
11,13,0.9790046640437426
11,14,0.9683437352401671
11,15,0.9574677230312613
11,16,0.9463527650019974
11,17,0.934999679702921
11,18,0.9234007658971982
11,19,0.911515083678965
11,20,0.8993681977059269
11,21,0.8869296960248423
11,22,0.8741751490739951
11,23,0.8611346420145781
11,24,0.8477765143370516
11,25,0.8341079796781332
11,26,0.8204144811864615
11,27,0.8063844182358761
11,28,0.792000579648314
11,29,0.7772660357072172
11,30,0.7621558615326096
